-0.02 0.30 0.43 Quat Yaw: 121.89 Yaw: 121.69
0.68 -0.18 1.36 Quat Yaw: 122.64 Yaw: 122.62
1.48 -0.34 -0.33 Quat Yaw: 124.03 Yaw: 123.94
0.55 0.36 -0.52 Quat Yaw: 126.24 Yaw: 126.12
-0.05 0.35 -1.05 Quat Yaw: 128.11 Yaw: 128.00
0.01 0.36 -0.53 Quat Yaw: 129.03 Yaw: 128.94
0.24 -0.96 1.71 Quat Yaw: 128.83 Yaw: 128.62
0.30 -1.54 1.45 Quat Yaw: 127.55 Yaw: 127.44
-0.11 -1.01 -0.65 Quat Yaw: 125.63 Yaw: 125.56
-0.20 -0.29 -1.83 Quat Yaw: 124.16 Yaw: 124.06
-0.34 -0.00 -1.03 Quat Yaw: 123.13 Yaw: 122.87
0.16 -0.53 0.72 Quat Yaw: 122.82 Yaw: 122.62
0.31 -0.26 1.43 Quat Yaw: 123.65 Yaw: 123.50
1.04 -0.81 -0.06 Quat Yaw: 125.39 Yaw: 125.25
0.03 -0.01 -0.87 Quat Yaw: 127.27 Yaw: 127.12
-0.07 -0.10 -0.91 Quat Yaw: 128.77 Yaw: 128.56
-0.18 0.05 -0.18 Quat Yaw: 129.39 Yaw: 129.19
0.19 -1.09 2.07 Quat Yaw: 128.84 Yaw: 128.62
0.38 -1.90 0.66 Quat Yaw: 126.82 Yaw: 126.62
-0.39 -1.00 -1.00 Quat Yaw: 125.08 Yaw: 124.75
-0.35 -0.34 -1.57 Quat Yaw: 122.96 Yaw: 122.81
-0.11 0.20 -0.89 Quat Yaw: 121.90 Yaw: 121.75
0.47 -0.15 0.95 Quat Yaw: 121.92 Yaw: 121.75
0.31 -0.19 1.30 Quat Yaw: 123.21 Yaw: 123.06
1.03 -0.41 -0.34 Quat Yaw: 125.18 Yaw: 125.06
0.47 0.32 -0.79 Quat Yaw: 127.39 Yaw: 127.25
-0.04 0.02 -0.80 Quat Yaw: 129.35 Yaw: 129.19
-0.16 0.32 -0.10 Quat Yaw: 131.01 Yaw: 130.81
0.20 -1.20 1.48 Quat Yaw: 131.58 Yaw: 131.44
1.21 -1.75 0.82 Quat Yaw: 130.60 Yaw: 130.25
-0.18 -0.95 -0.67 Quat Yaw: 128.90 Yaw: 128.81
-0.14 0.12 -1.75 Quat Yaw: 127.64 Yaw: 127.50
-0.18 0.24 -1.24 Quat Yaw: 126.88 Yaw: 126.75
0.52 -0.52 1.26 Quat Yaw: 127.47 Yaw: 127.37
0.30 -0.02 1.61 Quat Yaw: 128.68 Yaw: 128.75
1.06 -0.35 0.16 Quat Yaw: 130.96 Yaw: 130.94
0.76 0.38 -0.86 Quat Yaw: 133.40 Yaw: 133.31
0.22 0.46 -1.42 Quat Yaw: 135.40 Yaw: 135.31
-0.04 0.65 -0.59 Quat Yaw: 136.54 Yaw: 136.44
0.62 -0.92 1.86 Quat Yaw: 137.09 Yaw: 136.94
0.71 -1.70 1.40 Quat Yaw: 135.88 Yaw: 135.50
0.05 -0.93 -0.47 Quat Yaw: 134.07 Yaw: 133.87
0.01 -0.22 -1.70 Quat Yaw: 132.96 Yaw: 132.81
-0.26 0.05 -1.40 Quat Yaw: 132.42 Yaw: 132.25
0.40 -0.74 1.18 Quat Yaw: 132.91 Yaw: 132.87
0.51 -0.41 1.56 Quat Yaw: 134.45 Yaw: 134.31
1.04 -0.49 -0.27 Quat Yaw: 136.63 Yaw: 136.56
0.59 0.43 -1.00 Quat Yaw: 139.11 Yaw: 139.19
0.18 0.30 -1.21 Quat Yaw: 140.68 Yaw: 140.56
-0.09 0.14 -0.25 Quat Yaw: 141.81 Yaw: 141.62
0.21 -1.22 1.82 Quat Yaw: 142.24 Yaw: 142.00
-0.37 -1.39 1.30 Quat Yaw: 140.99 Yaw: 140.75
-0.29 -0.90 -0.68 Quat Yaw: 139.16 Yaw: 139.00
-0.42 -0.21 -1.34 Quat Yaw: 137.68 Yaw: 137.50
-0.03 -0.08 -1.09 Quat Yaw: 137.00 Yaw: 136.81
0.44 -0.79 1.03 Quat Yaw: 136.83 Yaw: 136.56
0.15 -0.31 1.56 Quat Yaw: 137.80 Yaw: 137.62
1.15 -0.31 -0.63 Quat Yaw: 139.33 Yaw: 139.06
1.13 0.31 -1.19 Quat Yaw: 141.76 Yaw: 141.50
0.16 0.03 -1.48 Quat Yaw: 143.65 Yaw: 143.44
-0.15 0.21 -0.24 Quat Yaw: 145.25 Yaw: 145.19
0.21 -1.01 1.56 Quat Yaw: 145.68 Yaw: 145.50
0.21 -1.83 1.58 Quat Yaw: 144.19 Yaw: 143.69
0.12 -1.21 -0.23 Quat Yaw: 142.05 Yaw: 141.87
-0.39 -0.51 -1.20 Quat Yaw: 141.42 Yaw: 141.19
0.11 -0.05 -1.22 Quat Yaw: 140.78 Yaw: 140.56
0.07 -0.32 0.62 Quat Yaw: 141.19 Yaw: 140.87
-0.17 -0.48 1.02 Quat Yaw: 141.84 Yaw: 141.56
1.06 -0.64 -0.53 Quat Yaw: 143.45 Yaw: 143.12
0.71 0.02 -1.03 Quat Yaw: 145.29 Yaw: 145.00
0.35 0.17 -1.48 Quat Yaw: 146.66 Yaw: 146.44
0.18 0.37 -0.45 Quat Yaw: 147.74 Yaw: 147.56
0.30 -0.68 1.88 Quat Yaw: 148.20 Yaw: 148.06
0.17 -1.97 1.96 Quat Yaw: 147.43 Yaw: 147.31
-0.02 -1.72 -0.07 Quat Yaw: 145.84 Yaw: 145.75
-0.25 -0.31 -1.94 Quat Yaw: 144.07 Yaw: 143.75
-0.02 0.39 -1.98 Quat Yaw: 142.29 Yaw: 142.12
